2026-02-02 15:51:17,762 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 07:16:59,190 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-19 07:16:59,192 | INFO | groq._base_client |Retrying request to /openai/v1/chat/completions in 4.000000 seconds
2026-02-19 07:17:04,082 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 07:17:04,155 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-19 07:17:04,156 | INFO | groq._base_client |Retrying request to /openai/v1/chat/completions in 1.000000 seconds
2026-02-19 07:17:05,681 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 07:17:08,489 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-19 07:17:08,491 | INFO | groq._base_client |Retrying request to /openai/v1/chat/completions in 9.000000 seconds
2026-02-19 07:17:19,917 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 07:17:20,033 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-19 07:17:20,035 | INFO | groq._base_client |Retrying request to /openai/v1/chat/completions in 9.000000 seconds
2026-02-19 07:17:30,829 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 07:17:30,986 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-19 07:17:30,987 | INFO | groq._base_client |Retrying request to /openai/v1/chat/completions in 33.000000 seconds
2026-02-19 07:19:18,465 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 07:19:26,653 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 07:19:26,956 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 07:19:27,543 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 07:19:28,586 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 07:19:29,615 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 07:19:31,497 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 07:19:32,671 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 07:19:34,484 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 07:19:34,624 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-19 07:19:34,630 | INFO | groq._base_client |Retrying request to /openai/v1/chat/completions in 21.000000 seconds
2026-02-19 07:20:03,429 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 07:20:03,517 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-19 07:20:03,520 | INFO | groq._base_client |Retrying request to /openai/v1/chat/completions in 14.000000 seconds
2026-02-19 07:20:20,743 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 09:00:30,742 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 09:00:32,900 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 09:00:33,247 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 09:00:34,002 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 09:00:34,548 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 09:00:35,035 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 09:00:35,673 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 09:00:35,774 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-19 09:00:35,776 | INFO | groq._base_client |Retrying request to /openai/v1/chat/completions in 8.000000 seconds
2026-02-19 09:00:45,113 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 09:00:45,244 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-19 09:00:45,246 | INFO | groq._base_client |Retrying request to /openai/v1/chat/completions in 35.000000 seconds
2026-02-19 09:01:27,590 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 09:01:27,667 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-19 09:01:27,670 | INFO | groq._base_client |Retrying request to /openai/v1/chat/completions in 11.000000 seconds
2026-02-19 09:01:40,320 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 10:27:33,152 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 10:27:35,240 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 10:27:35,651 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 10:27:36,377 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 10:27:37,279 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 10:27:37,394 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-19 10:27:37,395 | INFO | groq._base_client |Retrying request to /openai/v1/chat/completions in 26.000000 seconds
2026-02-19 10:28:04,282 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 10:28:05,497 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 10:28:05,861 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 10:28:05,970 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-19 10:28:05,974 | INFO | groq._base_client |Retrying request to /openai/v1/chat/completions in 2.000000 seconds
2026-02-19 10:28:08,396 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 10:28:08,486 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-19 10:28:08,487 | INFO | groq._base_client |Retrying request to /openai/v1/chat/completions in 15.000000 seconds
2026-02-19 10:28:24,606 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 10:28:24,722 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-19 10:28:24,723 | INFO | groq._base_client |Retrying request to /openai/v1/chat/completions in 37.000000 seconds
2026-02-19 10:29:12,353 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 10:29:12,416 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-19 10:29:12,418 | INFO | groq._base_client |Retrying request to /openai/v1/chat/completions in 14.000000 seconds
2026-02-19 10:29:27,166 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 10:29:27,240 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-19 10:29:27,242 | INFO | groq._base_client |Retrying request to /openai/v1/chat/completions in 6.000000 seconds
2026-02-19 10:29:33,861 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 10:29:36,952 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-19 10:29:36,954 | INFO | groq._base_client |Retrying request to /openai/v1/chat/completions in 5.000000 seconds
2026-02-19 10:29:43,611 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 10:29:43,670 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-19 10:29:43,671 | INFO | groq._base_client |Retrying request to /openai/v1/chat/completions in 11.000000 seconds
2026-02-19 10:29:55,441 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 10:29:55,519 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-19 10:29:55,521 | INFO | groq._base_client |Retrying request to /openai/v1/chat/completions in 6.000000 seconds
2026-02-19 10:30:01,903 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 10:30:02,008 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-19 10:30:02,010 | INFO | groq._base_client |Retrying request to /openai/v1/chat/completions in 6.000000 seconds
2026-02-19 10:30:08,818 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 10:30:08,882 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-19 10:30:08,884 | INFO | groq._base_client |Retrying request to /openai/v1/chat/completions in 15.000000 seconds
2026-02-19 10:30:25,225 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 10:30:25,316 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-19 10:30:25,318 | INFO | groq._base_client |Retrying request to /openai/v1/chat/completions in 1.000000 seconds
2026-02-19 10:30:26,726 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 10:30:30,395 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-19 10:30:30,397 | INFO | groq._base_client |Retrying request to /openai/v1/chat/completions in 8.000000 seconds
2026-02-19 10:30:40,605 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 10:30:41,939 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-19 10:30:41,941 | INFO | groq._base_client |Retrying request to /openai/v1/chat/completions in 9.000000 seconds
2026-02-19 10:30:52,962 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 10:59:05,031 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 10:59:07,799 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 10:59:08,429 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 10:59:10,211 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 10:59:11,088 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 10:59:17,032 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 11:17:48,540 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 11:17:50,334 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 11:17:50,706 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 11:17:51,635 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 11:17:52,758 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 11:18:03,627 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 11:18:04,326 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 11:18:04,399 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-19 11:18:04,401 | INFO | groq._base_client |Retrying request to /openai/v1/chat/completions in 1.000000 seconds
2026-02-19 11:18:06,026 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 11:18:06,128 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-19 11:18:06,131 | INFO | groq._base_client |Retrying request to /openai/v1/chat/completions in 7.000000 seconds
2026-02-19 11:18:13,894 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 11:18:14,324 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-19 11:18:14,326 | INFO | groq._base_client |Retrying request to /openai/v1/chat/completions in 12.000000 seconds
2026-02-19 11:18:27,625 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 11:18:29,373 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 11:18:29,441 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-19 11:18:29,443 | INFO | groq._base_client |Retrying request to /openai/v1/chat/completions in 1.000000 seconds
2026-02-19 11:18:30,835 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 11:18:30,924 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-19 11:18:30,926 | INFO | groq._base_client |Retrying request to /openai/v1/chat/completions in 7.000000 seconds
2026-02-19 11:18:39,392 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 11:18:39,483 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-19 11:18:39,485 | INFO | groq._base_client |Retrying request to /openai/v1/chat/completions in 11.000000 seconds
2026-02-19 11:18:51,512 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 11:18:51,617 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-19 11:18:51,621 | INFO | groq._base_client |Retrying request to /openai/v1/chat/completions in 18.000000 seconds
2026-02-19 11:19:10,133 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 11:19:10,931 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 11:19:11,257 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 11:19:11,364 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-19 11:19:11,365 | INFO | groq._base_client |Retrying request to /openai/v1/chat/completions in 9.000000 seconds
2026-02-19 11:19:20,955 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
